Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
150;21100450368;"Urbe";journal;"21753369";"Editora Champagnat";Yes;Yes;0,228;Q3;11;41;179;1858;104;179;0,47;45,32;40,96;0;30;Brazil;Latin America;"Editora Champagnat";"2015-2024";"Architecture (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
151;21100198226;"Spatium";journal;"1450569X, 22178066";"Institute of Architecture and Urban &amp; Spatial Planning of Serbia (IAUS)";Yes;Yes;0,227;Q3;11;7;49;356;42;46;0,64;50,86;42,11;0;6;Serbia;Eastern Europe;"Institute of Architecture and Urban &amp; Spatial Planning of Serbia (IAUS)";"2011-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
152;21100872124;"Journal of Property, Planning and Environmental Law";journal;"25149415, 25149407";"Emerald Publishing";No;No;0,226;Q3;17;17;32;671;23;31;0,59;39,47;41,67;0;11;United Kingdom;Western Europe;"Emerald Publishing";"2018-2024";"Law (Q3); Urban Studies (Q3); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
153;21100216547;"Journal of Urban Regeneration and Renewal";journal;"17529638, 17529646";"Henry Stewart Publications";No;No;0,224;Q3;16;32;102;1175;60;90;0,42;36,72;39,13;0;23;United Kingdom;Western Europe;"Henry Stewart Publications";"2011-2024";"Urban Studies (Q3)";"Social Sciences"
154;21100925882;"Technology Architecture and Design";journal;"24751448, 2475143X";"Routledge";No;No;0,222;Q3;12;35;103;1182;74;84;0,63;33,77;35,00;0;18;United States;Northern America;"Routledge";"2017-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
155;21100881003;"FormAkademisk";journal;"18909515";"Oslo Metropolitan University";Yes;Yes;0,221;Q3;7;18;178;719;47;158;0,17;39,94;65,00;0;1;Norway;Western Europe;"Oslo Metropolitan University";"2018-2024";"Visual Arts and Performing Arts (Q1); Urban Studies (Q3)";"Arts and Humanities; Social Sciences"
156;21101026994;"Architecture and Urban Planning";journal;"22558764, 16914333";"Walter de Gruyter GmbH";No;No;0,219;Q3;5;19;54;627;34;54;0,67;33,00;63,16;0;10;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2019-2024";"History (Q1); Architecture (Q2); Conservation (Q2); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3); Urban Studies (Q3)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
157;21100211729;"Research in Urbanism Series";book series;"18798217, 18750192";"TU Delft";Yes;Yes;0,216;Q3;11;0;29;0;19;28;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"TU Delft";"2008, 2011, 2015-2016, 2019, 2021";"Urban Studies (Q3)";"Social Sciences"
158;21100894549;"New Labor Forum";journal;"15572978, 10957960";"SAGE Publications Inc.";No;No;0,215;Q3;13;41;128;0;63;88;0,47;0,00;33,33;0;21;United States;Northern America;"SAGE Publications Inc.";"2015-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Industrial Relations (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
159;23953;"Rural History: Economy, Society, Culture";journal;"09567933, 14740656";"Cambridge University Press";No;No;0,212;Q3;22;24;56;3364;32;55;0,46;140,17;22,86;0;11;United Kingdom;Western Europe;"Cambridge University Press";"1990-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Arts and Humanities; Social Sciences"
160;21100881506;"Przestrzen Spoleczna";journal;"20841558, 20847696";"";Yes;No;0,210;Q3;7;0;64;0;84;59;1,44;0,00;0,00;0;0;Poland;Eastern Europe;"";"2018-2022";"Cultural Studies (Q2); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Education (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Social Psychology (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
161;21100902662;"Project Baikal";journal;"23093072, 23074485";"Russian Academy of Architecture and Construction Sciences, Vostoksibacademcenter";Yes;No;0,208;Q3;5;112;340;1432;56;295;0,19;12,79;57,02;0;40;Russian Federation;Eastern Europe;"Russian Academy of Architecture and Construction Sciences, Vostoksibacademcenter";"2018-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Geography, Planning and Development (Q3); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
162;21100894848;"sub\urban";journal;"21972567";"suburban eV";Yes;Yes;0,208;Q3;13;28;141;1011;39;125;0,22;36,11;74,29;0;6;Germany;Western Europe;"suburban eV";"2013-2025";"Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
163;21101039406;"Nakhara: Journal of Environmental Design and Planning";journal;"26512416, 26729016";"Chulalongkorn University - Faculty of Architecture";No;No;0,207;Q3;5;21;69;1122;62;69;0,90;53,43;55,56;0;16;Thailand;Asiatic Region;"Chulalongkorn University - Faculty of Architecture";"2019-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Conservation (Q2); Nature and Landscape Conservation (Q3); Urban Studies (Q3); Management, Monitoring, Policy and Law (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
164;21100787105;"Journal of Environmental Accounting and Management";journal;"23256206, 23256192";"L &amp; H Scientific Publishing, LLC";No;No;0,205;Q3;17;28;87;1363;78;87;0,90;48,68;33,68;0;18;United States;Northern America;"L &amp; H Scientific Publishing, LLC";"2013-2025";"Urban Studies (Q3); Accounting (Q4); Ecological Modeling (Q4); Ecology (Q4); Management, Monitoring, Policy and Law (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
165;21101038722;"Journal of People, Plants, and Environment";journal;"25087681, 25087673";"The Society of People, Plants, and Environment";No;No;0,204;Q3;9;56;184;2147;120;184;0,51;38,34;43,33;0;39;South Korea;Asiatic Region;"The Society of People, Plants, and Environment";"2019-2024";"Nature and Landscape Conservation (Q3); Urban Studies (Q3); Environmental Science (miscellaneous) (Q4); Health (social science) (Q4)";"Environmental Science; Social Sciences"
166;21100857443;"ArchiDOCT";journal;"23090103";"Lifelong Learning EU";No;No;0,201;Q3;4;13;41;310;20;35;0,54;23,85;43,75;0;5;Belgium;Western Europe;"Lifelong Learning EU";"2017-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Conservation (Q2); Urban Studies (Q3); Nature and Landscape Conservation (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
167;21101102056;"J-Reading";journal;"22814310, 22815694";"Edizioni Nuova Cultura";No;No;0,201;Q3;6;20;42;877;20;42;0,50;43,85;47,50;0;8;Italy;Western Europe;"Edizioni Nuova Cultura";"2020-2024";"Demography (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Computers in Earth Sciences (Q4); Education (Q4)";"Earth and Planetary Sciences; Social Sciences"
168;26808;"Estudios Demograficos y Urbanos";journal;"01867210";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,198;Q3;11;27;84;1302;41;83;0,43;48,22;49,06;0;11;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1986-1999, 2014-2025";"Demography (Q3); Urban Studies (Q3)";"Social Sciences"
169;21100867438;"International Journal of High-Rise Buildings";journal;"22889930, 22347224";"Korean Council on Tall Buildings and Urban Habitat";Yes;No;0,198;Q3;13;25;87;262;50;86;0,35;10,48;20,37;0;8;South Korea;Asiatic Region;"Korean Council on Tall Buildings and Urban Habitat";"2018-2024";"Architecture (Q2); Urban Studies (Q3); Building and Construction (Q4); Civil and Structural Engineering (Q4)";"Engineering; Social Sciences"
170;21101037317;"Acta Geographica Universitatis Comenianae";journal;"13386034";"Comenius University in Bratislava";Yes;Yes;0,196;Q3;4;11;35;515;14;35;0,43;46,82;33,33;0;5;Slovakia;Eastern Europe;"Comenius University in Bratislava";"2019-2024";"Geography, Planning and Development (Q3); Urban Studies (Q3); Computers in Earth Sciences (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
171;21101061050;"Europa XXI";journal;"14297132, 23008547";"Insitute of Geography and Spatial Organization Polish Academy of Sciences";No;No;0,196;Q3;8;8;47;414;27;43;0,42;51,75;51,61;0;7;Poland;Eastern Europe;"Insitute of Geography and Spatial Organization Polish Academy of Sciences";"2019-2024";"Geography, Planning and Development (Q3); Political Science and International Relations (Q3); Urban Studies (Q3); Development (Q4)";"Social Sciences"
172;19900192143;"Theoretical and Empirical Researches in Urban Management";journal;"20653913, 20653921";"Research Centre in Public Administration and Public Services";Yes;No;0,195;Q3;22;17;59;927;49;56;0,87;54,53;31,43;0;15;Romania;Eastern Europe;"Research Centre in Public Administration and Public Services";"2010-2024";"Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
173;21100435282;"Journal of Design and Built Environment";journal;"22321500, 18234208";"University of Malaya";Yes;Yes;0,193;Q3;12;31;53;1321;41;53;0,76;42,61;37,50;0;20;Malaysia;Asiatic Region;"University of Malaya";"2015-2024";"Architecture (Q2); Urban Studies (Q3); Building and Construction (Q4); Nature and Landscape Conservation (Q4)";"Engineering; Environmental Science; Social Sciences"
174;19700190300;"WSEAS Transactions on Power Systems";journal;"17905060, 2224350X";"World Scientific and Engineering Academy and Society";Yes;No;0,192;Q3;18;41;127;1133;104;127;0,81;27,63;24,18;0;29;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2010-2014, 2018-2025";"Cultural Studies (Q2); Anthropology (Q3); Industrial and Manufacturing Engineering (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Electrical and Electronic Engineering (Q4); Energy (miscellaneous) (Q4)";"Energy; Engineering; Social Sciences"
175;21100871774;"DISEGNARECON";journal;"18285961";"University of L'Aquila, Department of Civil Construction, Building and Architecture, Environmental Engineering";Yes;Yes;0,190;Q3;9;0;123;0;52;115;0,40;0,00;0,00;0;0;Italy;Western Europe;"University of L'Aquila, Department of Civil Construction, Building and Architecture, Environmental Engineering";"2015-2023";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
176;21101183727;"Local Development and Society";journal;"26883600";"Taylor and Francis Ltd.";No;No;0,187;Q3;8;45;66;2067;62;59;1,00;45,93;49,09;2;32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2020-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
177;21100432349;"Change Over Time";journal;"2153053X, 21530548";"University of Pennsylvania Press";Yes;No;0,185;Q3;10;0;35;0;13;33;0,45;0,00;0,00;0;0;United States;Northern America;"University of Pennsylvania Press";"2011-2023";"Conservation (Q2); History (Q2); Urban Studies (Q3); Nature and Landscape Conservation (Q4)";"Arts and Humanities; Environmental Science; Social Sciences"
178;21101120346;"International Journal of Human Capital in Urban Management";journal;"24764701, 24764698";"Tehran Urban Research and Planning Center";Yes;Yes;0,180;Q3;8;49;115;2653;100;115;0,86;54,14;33,33;0;37;Iran;Middle East;"Tehran Urban Research and Planning Center";"2019-2025";"Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Management, Monitoring, Policy and Law (Q4); Pollution (Q4); Public Administration (Q4); Waste Management and Disposal (Q4); Water Science and Technology (Q4)";"Environmental Science; Social Sciences"
179;21100920053;"Spool";journal;"22150900, 22150897";"TU Delft Open";Yes;Yes;0,180;Q3;3;7;53;140;15;46;0,26;20,00;33,33;0;5;Netherlands;Western Europe;"TU Delft Open";"2019-2024";"Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Social Sciences"
180;21100858388;"ZARCH";journal;"23870346, 23410531";"Prensas de la Universidad de Zaragoza";Yes;Yes;0,174;Q3;4;30;120;652;28;113;0,25;21,73;47,37;0;22;Spain;Western Europe;"Prensas de la Universidad de Zaragoza";"2017-2024";"Architecture (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
181;21101017027;"Ciudades";journal;"24453943";"Instituto Universitario de Urbanistica de la Universidad de Valladolid";Yes;Yes;0,173;Q3;5;14;33;479;16;33;0,48;34,21;50,00;4;11;Spain;Western Europe;"Instituto Universitario de Urbanistica de la Universidad de Valladolid";"2019-2024";"Conservation (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Social Sciences"
182;21100218527;"AUS";journal;"07187262, 0718204X";"Universidad Austral de Chile";Yes;No;0,172;Q3;7;26;72;713;13;66;0,27;27,42;50,91;0;18;Chile;Latin America;"Universidad Austral de Chile";"2012-2024";"Architecture (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
183;21100913566;"Revista de Gestao Ambiental e Sustentabilidade";journal;"23169834";"";Yes;No;0,172;Q3;5;42;48;2123;37;47;0,72;50,55;40,91;0;39;Brazil;Latin America;"";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
184;21101173096;"Transactions of the Association of European Schools of Planning";journal;"25662147";"Association of European Schools of Planning";Yes;Yes;0,172;Q3;5;7;24;375;12;20;0,42;53,57;33,33;0;3;Italy;Western Europe;"Association of European Schools of Planning";"2019-2024";"Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
185;21101016783;"Journal of Tourism Analysis";journal;"22540644, 18852564";"Asociacion Espanola de Expertos Cientificos en Turismo";Yes;Yes;0,171;Q3;13;10;32;663;32;32;0,95;66,30;58,33;0;7;United Kingdom;Western Europe;"Asociacion Espanola de Expertos Cientificos en Turismo";"2018-2024";"Anthropology (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
186;21100782413;"Architecture and Culture";journal;"20507836, 20507828";"Taylor and Francis Ltd.";No;No;0,170;Q3;7;5;82;239;61;76;0,40;47,80;100,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); Architecture (Q3); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
187;21100202934;"CTBUH Journal";journal;"19461194, 19461186";"Council on Tall Buildings and Urban Habitat";No;No;0,167;Q3;10;0;84;0;43;62;0,52;0,00;0,00;0;0;United States;Northern America;"Council on Tall Buildings and Urban Habitat";"2011-2017, 2019-2023";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4)";"Engineering; Social Sciences"
188;12431;"Prace i Studia Geograficzne";journal;"25437313, 02084589";"";Yes;No;0,165;Q3;12;39;104;1691;37;101;0,40;43,36;52,46;0;12;Poland;Eastern Europe;"";"1979, 1983-1985, 1988, 1992, 1994-2005, 2008-2024";"Cultural Studies (Q2); Sociology and Political Science (Q3); Urban Studies (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
189;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,164;Q3;12;18;93;815;42;84;0,35;45,28;41,46;0;5;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Sociology and Political Science (Q3); Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
190;11600153683;"A/Z ITU Journal of the Faculty of Architecture";journal;"25647474, 25647571";"Istanbul Teknik Universitesi, Faculty of Architecture";Yes;Yes;0,160;Q3;12;42;143;2283;58;134;0,31;54,36;60,32;0;17;Turkey;Middle East;"Istanbul Teknik Universitesi, Faculty of Architecture";"2011-2024";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3); Civil and Structural Engineering (Q4)";"Arts and Humanities; Engineering; Social Sciences"
191;21101039167;"Geocarrefour";journal;"1960601X, 16274873";"Association des amis de la revue de geographie de Lyon";No;No;0,160;Q3;6;6;126;358;45;122;0,26;59,67;50,00;0;2;France;Western Europe;"Association des amis de la revue de geographie de Lyon";"2018-2024";"Urban Studies (Q3); Geography, Planning and Development (Q4); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
192;21100915998;"Cidades";journal;"21823030";"Instituto Universitario de Lisboa - DINAMIA CET-IUL";Yes;Yes;0,159;Q3;6;28;184;939;37;163;0,18;33,54;59,62;0;17;Portugal;Western Europe;"Instituto Universitario de Lisboa - DINAMIA CET-IUL";"2019-2024";"Architecture (Q3); Urban Studies (Q3)";"Engineering; Social Sciences"
193;21100259107;"International Journal of Design Management and Professional Practice";journal;"23251638, 2325162X";"Common Ground Research Networks";No;No;0,158;Q3;5;13;26;655;7;26;0,47;50,38;51,52;0;7;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
194;21101047453;"Nordic Journal of Architectural Research";journal;"18935281, 11025824";"SINTEF Academic Press";No;No;0,158;Q3;4;0;35;0;12;35;0,15;0,00;0,00;0;0;Norway;Western Europe;"SINTEF Academic Press";"2019-2023";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3)";"Arts and Humanities; Engineering; Social Sciences"
195;21100868396;"Urbanism. Architecture. Constructions";journal;"20696469, 20690509";"NIRD URBAN-INCERC";Yes;Yes;0,158;Q3;7;16;44;657;24;44;0,58;41,06;53,85;0;10;Romania;Eastern Europe;"NIRD URBAN-INCERC";"2018-2025";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4); Geography, Planning and Development (Q4)";"Engineering; Social Sciences"
196;7200153148;"Revista Brasileira de Gestao e Desenvolvimento Regional";journal;"1809239X";"Universidade de Taubate";Yes;No;0,157;Q3;9;59;163;2289;41;153;0,23;38,80;49,63;0;39;Brazil;Latin America;"Universidade de Taubate";"2007-2025";"Sociology and Political Science (Q3); Urban Studies (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Environmental Science; Social Sciences"
197;21100229170;"Revista Portuguesa de Estudos Regionais";journal;"1645586X";"Associacao Portuguesa para o Desenvolvimento Regional (APDR)";Yes;Yes;0,156;Q3;9;29;94;1524;38;93;0,46;52,55;50,00;0;25;Portugal;Western Europe;"Associacao Portuguesa para o Desenvolvimento Regional (APDR)";"2012-2025";"Sociology and Political Science (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
198;21100322966;"Articulo - Journal of Urban Research";journal;"16614941";"Articulo - Journal of Urban Research";Yes;Yes;0,155;Q3;12;9;11;473;7;10;0,67;52,56;46,15;0;4;Luxembourg;Western Europe;"Articulo - Journal of Urban Research";"2014-2024";"Urban Studies (Q3)";"Social Sciences"
199;21101018933;"Habitat Sustentable";journal;"07190700";"Universidad del Bio Bio";Yes;Yes;0,154;Q3;6;22;51;670;18;44;0,38;30,45;55,77;0;14;Chile;Latin America;"Universidad del Bio Bio";"2019-2024";"Architecture (Q3); Urban Studies (Q3); Building and Construction (Q4); Experimental and Cognitive Psychology (Q4); Geography, Planning and Development (Q4); Materials Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Engineering; Materials Science; Psychology; Social Sciences"
200;21100940511;"Territorios";journal;"01238418, 22157484";"Universidad del Rosario";Yes;Yes;0,154;Q3;5;32;98;1669;23;95;0,18;52,16;42,86;1;23;Colombia;Latin America;"Universidad del Rosario";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
201;21100898604;"Vibrant Virtual Brazilian Anthropology";journal;"18094341";"Brazilian Anthropology Association";Yes;Yes;0,154;Q3;6;42;103;1926;20;93;0,19;45,86;44,90;0;16;Brazil;Latin America;"Brazilian Anthropology Association";"2018-2025";"Cultural Studies (Q2); Anthropology (Q3); Urban Studies (Q3); Sociology and Political Science (Q4)";"Social Sciences"
202;21100786315;"Australasian Journal of Regional Studies";journal;"10307923";"Australia and New Zealand Regional Science Association International Inc. (ANZRSAI)";No;No;0,153;Q3;11;0;34;0;11;31;0,05;0,00;0,00;0;0;Australia;Pacific Region;"Australia and New Zealand Regional Science Association International Inc. (ANZRSAI)";"2016-2023";"Urban Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
203;21101044706;"Archivio Antropologico Mediterraneo";journal;"20383215";"University of Palermo - Department of Culture and Societies";Yes;Yes;0,151;Q3;6;32;66;1349;13;60;0,18;42,16;66,67;0;12;Italy;Western Europe;"University of Palermo - Department of Culture and Societies";"2019-2024";"Anthropology (Q3); Gender Studies (Q3); Urban Studies (Q3); Education (Q4)";"Social Sciences"
204;21100449118;"International Journal of Islamic Architecture";journal;"20455895, 20455909";"Intellect Ltd.";No;No;0,151;Q3;9;17;62;975;17;59;0,27;57,35;70,59;0;11;United Kingdom;Western Europe;"Intellect Ltd.";"2012-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Engineering; Social Sciences"
205;23585;"Journal of Real Estate Portfolio Management";journal;"10835547";"Taylor and Francis Ltd.";No;No;0,151;Q3;24;14;12;712;7;12;0,60;50,86;25,00;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2021, 2023-2025";"Urban Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
206;21101171884;"Astragalo";journal;"11343672, 24690503";"Universidad de Sevilla";Yes;Yes;0,150;Q3;2;19;98;363;14;91;0,10;19,11;36,84;0;6;Spain;Western Europe;"Universidad de Sevilla";"2019-2024";"History (Q2); Philosophy (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Engineering; Social Sciences"
207;21100927903;"Atelie Geografico";journal;"19821956";"Universidade Federal De Goias (UFG)";Yes;Yes;0,150;Q4;4;43;125;1374;19;125;0,18;31,95;36,07;0;22;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2019-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Tourism, Leisure and Hospitality Management (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
208;21101095657;"Economia, Sociedad y Territorio";journal;"14058421, 24486183";"El Colegio Mexiquense AC";Yes;Yes;0,150;Q4;6;35;102;1583;44;102;0,25;45,23;35,96;0;18;Mexico;Latin America;"El Colegio Mexiquense AC";"2019-2024";"Demography (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Social Sciences"
209;21101021070;"Staleta Praha";journal;"02316056";"";No;No;0,149;Q4;2;7;38;426;2;32;0,07;60,86;66,67;0;2;Czech Republic;Eastern Europe;"";"2019-2024";"History (Q2); Visual Arts and Performing Arts (Q2); Archeology (arts and humanities) (Q3); Architecture (Q3); Conservation (Q3); Building and Construction (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
210;21100886374;"Alam Cipta";journal;"18237231, 22893687";"Universiti Putra Malaysia";No;No;0,148;Q4;7;25;58;913;19;53;0,33;36,52;45,10;0;14;Malaysia;Asiatic Region;"Universiti Putra Malaysia";"2018-2024";"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
211;21100826379;"Rita Revista Indexada de Textos Academicos";journal;"23409711, 23867027";"Cancha Editorial Spa";Yes;Yes;0,148;Q4;4;0;76;0;38;72;0,82;0,00;0,00;0;0;Chile;Latin America;"Cancha Editorial Spa";"2014-2023";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
212;21100899299;"VLC Arquitectura";journal;"23413050, 23412747";"Universidad Politecnica de Valencia";Yes;Yes;0,148;Q4;4;29;63;850;17;61;0,29;29,31;36,36;0;8;Spain;Western Europe;"Universidad Politecnica de Valencia";"2018-2024";"History (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
213;21101034467;"Contexto";journal;"20071639";"Universidad Autonoma de Nuevo Leon";Yes;Yes;0,146;Q4;3;19;48;499;7;44;0,10;26,26;31,82;0;10;Mexico;Latin America;"Universidad Autonoma de Nuevo Leon";"2019-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
214;21101026989;"International Real Estate Review";journal;"21548919";"Global Social Science Institute";No;No;0,146;Q4;20;21;62;986;23;61;0,38;46,95;26,83;0;13;United States;Northern America;"Global Social Science Institute";"1998-2024";"Accounting (Q4); Demography (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
215;21100825849;"Archivio di Studi Urbani e Regionali";journal;"00040177, 19718519";"FrancoAngeli Edizioni";Yes;No;0,145;Q4;7;16;111;659;37;110;0,28;41,19;52,00;0;11;Italy;Western Europe;"FrancoAngeli Edizioni";"2017-2024";"Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
216;12637;"Canadian Journal of Urban Research";journal;"11883774";"Institute of Urban Studies";Yes;No;0,145;Q4;23;0;8;0;4;8;0,00;0,00;0,00;0;0;Canada;Northern America;"Institute of Urban Studies";"1992-2021";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
217;21100258858;"International Journal of Design in Society";journal;"23251360, 23251328";"Common Ground Research Networks";No;No;0,144;Q4;4;17;30;720;12;30;0,56;42,35;41,94;0;8;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
218;21100943503;"Sustainable Mediterranean Construction";journal;"24208213, 23851546";"Luciano Editore";Yes;No;0,144;Q4;5;48;149;911;27;138;0,20;18,98;51,92;0;37;Italy;Western Europe;"Luciano Editore";"2000, 2019-2024";"Architecture (Q3); Conservation (Q3); Building and Construction (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
219;21100897143;"Brussels Studies";journal;"20310293";"Universite Saint-Louis Bruxelles";Yes;Yes;0,143;Q4;3;6;36;211;7;36;0,08;35,17;33,33;0;5;Belgium;Western Europe;"Universite Saint-Louis Bruxelles";"2018-2024";"Cultural Studies (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
