Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
424;21100220389;"Geographica Pannonica";journal;"03548724, 18207138";"University of Novi Sad";Yes;Yes;0,320;Q3;21;22;80;1199;115;80;1,21;54,50;45,12;0;15;Serbia;Eastern Europe;"University of Novi Sad";"2010, 2012-2024";"Atmospheric Science (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Geology (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
425;21100840951;"Geography, Environment, Sustainability";journal;"25421565, 20719388";"Lomonosov Moscow State University, Faculty of Geography";Yes;Yes;0,319;Q3;20;52;193;2454;245;191;1,04;47,19;44,17;0;38;Russian Federation;Eastern Europe;"Lomonosov Moscow State University, Faculty of Geography";"2015-2024";"Agricultural and Biological Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
426;85530;"City and Society";journal;"08930465";"Wiley-Blackwell";No;No;0,316;Q3;34;22;101;858;55;76;0,49;39,00;66,67;0;8;United States;Northern America;"Wiley-Blackwell";"1987-1992, 1994, 2001-2024";"Urban Studies (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
427;21100940509;"Geomatics and Environmental Engineering";journal;"23007095, 18981135";"AGH University of Science and Technology Press";Yes;Yes;0,314;Q3;11;32;96;1309;172;96;1,96;40,91;44,44;0;23;Poland;Eastern Europe;"AGH University of Science and Technology Press";"2019-2024";"Computer Science (miscellaneous) (Q3); Computers in Earth Sciences (Q3); Earth-Surface Processes (Q3); Environmental Engineering (Q3); Geography, Planning and Development (Q3)";"Computer Science; Earth and Planetary Sciences; Environmental Science; Social Sciences"
428;21101039227;"Arktika: Ekologia i Ekonomika";journal;"22234594";"Nuclear Safety Institute of the Russian Academy of Sciences";Yes;Yes;0,313;Q3;11;52;146;1403;143;146;0,88;26,98;36,18;0;29;Russian Federation;Eastern Europe;"Nuclear Safety Institute of the Russian Academy of Sciences";"2020-2024";"Social Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q3); Earth-Surface Processes (Q3); Ecology (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
429;19900191484;"China Perspectives";journal;"19964617, 20703449";"French Centre for Research on Contemporary China";No;No;0,313;Q3;28;25;90;1101;95;81;0,76;44,04;34,38;0;11;Hong Kong;Asiatic Region;"French Centre for Research on Contemporary China";"2007-2024";"Cultural Studies (Q1); Political Science and International Relations (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
430;21100855500;"Journal of Population and Social Studies";journal;"24654418";"Mahidol University, Institute for Population and Social Research";No;No;0,313;Q3;12;45;146;2298;150;146;0,73;51,07;46,67;0;29;Thailand;Asiatic Region;"Mahidol University, Institute for Population and Social Research";"2017-2025";"Anthropology (Q2); Demography (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3); Health (social science) (Q3)";"Social Sciences"
431;100888;"Built Environment";journal;"02637960";"Alexandrine Press";No;No;0,312;Q3;51;27;96;1305;94;95;0,95;48,33;44,90;0;17;United Kingdom;Western Europe;"Alexandrine Press";"1981-2024";"Urban Studies (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
432;21100248929;"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives";conference and proceedings;"16821750";"";Yes;Yes;0,311;-;91;704;2748;14623;3207;2661;1,19;20,77;34,13;0;350;Germany;Western Europe;"";"2000, 2002-2024";"Geography, Planning and Development; Information Systems";"Computer Science; Social Sciences"
433;29461;"Scandinavian Economic History Review";journal;"03585522, 17502837";"Taylor and Francis Ltd.";No;No;0,308;Q3;20;20;48;1649;47;46;0,88;82,45;41,67;0;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1953-2025";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Aerospace Engineering (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Engineering; Social Sciences"
434;25354;"Canadian Journal of African Studies";journal;"00083968";"Taylor and Francis Ltd.";No;No;0,307;Q3;17;33;94;2280;91;88;1,07;69,09;35,85;1;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1976, 1980, 1982-1986, 1988-1996, 1999, 2001, 2014-2025";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Demography (Q2); Sociology and Political Science (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
435;28407;"Asian Economic Journal";journal;"13513958, 14678381";"Wiley-Blackwell Publishing Ltd";No;No;0,305;Q3;36;18;58;568;60;58;1,10;31,56;39,47;0;14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2025";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
436;16523;"Tourism";journal;"18491545, 13327461";"Institute for Tourism";Yes;No;0,305;Q3;33;49;146;2548;280;144;1,90;52,00;48,72;0;26;Croatia;Eastern Europe;"Institute for Tourism";"2002-2024";"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
437;21101049623;"ANAS Transactions, Earth Sciences";journal;"26630419, 22188754";"Geology and Geophysics Institute at Azerbaijan National Academy of Sciences (ANAS)";No;No;0,304;Q3;6;32;88;1297;53;88;0,47;40,53;17,50;0;6;Azerbaijan;Eastern Europe;"Geology and Geophysics Institute at Azerbaijan National Academy of Sciences (ANAS)";"2019-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
438;21100842666;"Caucasus Survey";journal;"23761199, 23761202";"Brill Academic Publishers";No;No;0,304;Q3;14;17;52;1102;33;50;0,41;64,82;52,00;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2013-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Demography (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
439;15183;"Duke Environmental Law and Policy Forum";journal;"23289686, 10643958";"Duke University School of Law";Yes;No;0,304;Q3;23;12;17;135;16;12;0,67;11,25;50,00;0;4;United States;Northern America;"Duke University School of Law";"1996-2000, 2002-2024";"Law (Q2); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)";"Environmental Science; Social Sciences"
440;25587;"Pacific Economic Review";journal;"1361374X, 14680106";"Wiley-Blackwell Publishing Ltd";No;No;0,304;Q3;38;27;77;968;85;74;0,61;35,85;17,74;0;17;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1996-2024";"Aerospace Engineering (Q3); Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Engineering; Social Sciences"
441;21100228533;"Regional Science Inquiry";journal;"17917735, 17915961";"Hellenic Association of Regional Scientists";No;No;0,303;Q3;13;9;69;349;63;66;1,00;38,78;22,73;0;7;Greece;Western Europe;"Hellenic Association of Regional Scientists";"2012-2024";"Sociology and Political Science (Q2); Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
442;21100887441;"Folia Geographica";journal;"24541001, 13366157";"University of Presov";Yes;Yes;0,302;Q3;11;8;35;734;59;35;2,15;91,75;36,84;0;3;Slovakia;Eastern Europe;"University of Presov";"2018-2024";"Cultural Studies (Q1); Urban Studies (Q2); Demography (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
443;4000148818;"DISP";journal;"02513625, 21668604";"Taylor and Francis Ltd.";No;No;0,299;Q3;30;14;95;483;64;80;0,57;34,50;44,83;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2002, 2005-2024";"Geography, Planning and Development (Q3)";"Social Sciences"
444;21100301417;"European Journal of Geography";journal;"24107433, 17921341";"European Association of Geographers";Yes;Yes;0,299;Q3;17;25;81;1533;99;81;1,51;61,32;33,80;0;17;Belgium;Western Europe;"European Association of Geographers";"2010-2012, 2014-2025";"Cultural Studies (Q1); Urban Studies (Q2); Demography (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
445;21100817647;"Landscape Architecture and Art";journal;"22558640, 22558632";"Latvia University of Life Sciences and Technologies";Yes;No;0,299;Q3;8;14;75;441;52;75;0,58;31,50;63,89;0;7;Latvia;Eastern Europe;"Latvia University of Life Sciences and Technologies";"2016-2024";"Visual Arts and Performing Arts (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Environmental Science; Social Sciences"
446;28629;"Geografisk Tidsskrift - Danish Journal of Geography";journal;"00167223";"Routledge";No;No;0,298;Q3;33;3;28;130;40;23;1,22;43,33;16,67;0;2;United Kingdom;Western Europe;"Routledge";"1972-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
447;19200156806;"Geographia Technica";journal;"20654421, 18425135";"Asociatia Geographia Technica";No;No;0,297;Q3;18;35;107;1374;144;106;1,52;39,26;32,74;0;21;Romania;Eastern Europe;"Asociatia Geographia Technica";"2009-2024";"Computers in Earth Sciences (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
448;25590;"British Journal of Middle Eastern Studies";journal;"14693542, 13530194";"Routledge";No;No;0,296;Q3;32;117;189;358;186;186;0,90;3,06;33,57;2;29;United Kingdom;Western Europe;"Routledge";"1992-2025";"History (Q1); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Earth and Planetary Sciences; Social Sciences"
449;12600154786;"European Journal of Spatial Development";journal;"16509544";"Politecnico di Torino";Yes;Yes;0,296;Q3;14;12;25;771;22;25;0,88;64,25;52,17;0;6;Italy;Western Europe;"Politecnico di Torino";"2008-2020, 2022-2024";"Urban Studies (Q2); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)";"Environmental Science; Social Sciences"
450;21100286463;"Geojournal of Tourism and Geosites";journal;"20651198, 20650817";"Editura Universitatii din Oradea";Yes;No;0,296;Q3;29;207;576;11460;1099;576;1,88;55,36;41,58;0;142;Romania;Eastern Europe;"Editura Universitatii din Oradea";"2013-2025";"Conservation (Q1); Cultural Studies (Q1); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
451;21517;"South East Asia Research";journal;"0967828X";"Taylor and Francis Ltd.";No;No;0,295;Q3;29;16;81;890;70;74;0,58;55,63;17,65;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2025";"Political Science and International Relations (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
452;21101071896;"Environmental Economics";journal;"19986041, 1998605X";"LLC CPC Business Perspectives";Yes;No;0,294;Q3;10;30;47;1520;113;47;2,38;50,67;49,35;0;27;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2018-2025";"Law (Q2); Economics and Econometrics (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Public Administration (Q3); Renewable Energy, Sustainability and the Environment (Q3); Global and Planetary Change (Q4)";"Economics, Econometrics and Finance; Energy; Environmental Science; Social Sciences"
453;28758;"Geography";journal;"00167487";"Geographical Association";No;No;0,294;Q3;32;21;67;555;66;57;0,91;26,43;54,55;0;11;United Kingdom;Western Europe;"Geographical Association";"1979-2025";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
454;29276;"Journal of Historical Geography";journal;"10958614, 03057488";"Academic Press";No;No;0,294;Q3;50;88;117;164;104;116;0,81;1,86;31,94;0;25;United States;Northern America;"Academic Press";"1975-2025";"History (Q1); Archeology (Q2); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
455;78505;"Italian Review of Agricultural Economics";journal;"22811559, 00356190";"Firenze University Press";No;No;0,289;Q3;7;24;66;1167;84;60;1,36;48,63;48,00;1;16;Italy;Western Europe;"Firenze University Press";"1978-1979, 2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Development (Q3); Food Science (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
456;19600162167;"Journal of Water and Land Development";journal;"14297426, 20834535";"Institute for Land Reclamation and Grassland Farming";Yes;No;0,289;Q3;27;102;384;4287;475;384;1,26;42,03;43,26;0;74;Poland;Eastern Europe;"Institute for Land Reclamation and Grassland Farming";"2006-2024";"Agricultural and Biological Sciences (miscellaneous) (Q2); Development (Q3); Environmental Engineering (Q3); Geography, Planning and Development (Q3); Water Science and Technology (Q3)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
457;9100153110;"Boletin de la Asociacion de Geografos Espanoles";journal;"26053322, 02129426";"Radcliffe Cardiology";Yes;No;0,288;Q3;29;24;158;1497;149;157;0,79;62,38;33,33;0;12;Spain;Western Europe;"Radcliffe Cardiology";"2006-2025";"Urban Studies (Q2); Earth-Surface Processes (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
458;16446;"Indonesia and the Malay World";journal;"13639811, 14698382";"Routledge";No;No;0,287;Q3;23;17;48;879;67;47;1,36;51,71;31,58;0;1;United Kingdom;Western Europe;"Routledge";"2000-2024";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
459;21100912225;"Journal of the Geographical Institute Jovan Cvijic SASA";journal;"03507599, 18212808";"Geographical Institute "Jovan Cviji" of the Serbian Academy of Sciences and Arts";Yes;Yes;0,286;Q3;10;28;75;1339;96;73;1,29;47,82;41,10;0;15;Serbia;Eastern Europe;"Geographical Institute "Jovan Cviji" of the Serbian Academy of Sciences and Arts";"2019-2024";"Demography (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Geology (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
460;21101075645;"World Water Policy";journal;"2639541X";"John Wiley &amp; Sons Inc.";No;No;0,285;Q3;11;80;94;3807;129;76;1,04;47,59;30,82;0;66;United States;Northern America;"John Wiley &amp; Sons Inc.";"2019-2025";"Ecology (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Public Administration (Q3); Water Science and Technology (Q3)";"Environmental Science; Social Sciences"
461;21100198528;"International Journal of Geoinformatics";journal;"16866576, 26730014";"Association for Geoinformation Technology";No;No;0,284;Q3;15;111;198;3617;292;194;1,63;32,59;42,78;0;70;Thailand;Asiatic Region;"Association for Geoinformation Technology";"2008-2025";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Instrumentation (Q3)";"Earth and Planetary Sciences; Physics and Astronomy; Social Sciences"
462;5200153101;"International Journal of Sustainable Development and Planning";journal;"1743761X, 17437601";"International Information and Engineering Technology Association";No;No;0,284;Q3;28;456;859;22063;1690;859;2,01;48,38;39,06;0;382;United Kingdom;Western Europe;"International Information and Engineering Technology Association";"2006-2025";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
463;21101021535;"GI_Forum";journal;"23081708";"Austrian Acedemy of Sciences Press";Yes;No;0,282;Q3;9;4;97;184;84;97;0,76;46,00;23,08;0;3;Austria;Western Europe;"Austrian Acedemy of Sciences Press";"2018-2023";"Computer Science Applications (Q3); Computers in Earth Sciences (Q3); Education (Q3); Geography, Planning and Development (Q3)";"Computer Science; Earth and Planetary Sciences; Social Sciences"
464;26917;"Nationalism and Ethnic Politics";journal;"15572986, 13537113";"Routledge";No;No;0,281;Q3;32;29;78;0;64;76;0,75;0,00;29,27;1;6;United Kingdom;Western Europe;"Routledge";"1995-2025";"Political Science and International Relations (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
465;28015;"Cuadernos Geograficos";journal;"23400129, 02105462";"University of Granada";Yes;Yes;0,279;Q3;16;30;103;1606;96;102;0,84;53,53;42,11;0;18;Spain;Western Europe;"University of Granada";"1983, 1992-1993, 1995, 1997-2000, 2002-2024";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
466;19900194907;"Planning Malaysia";journal;"16756215, 01280945";"Malaysian Institute Of Planners";No;No;0,279;Q3;17;239;454;7259;617;454;1,42;30,37;47,76;0;168;Malaysia;Asiatic Region;"Malaysian Institute Of Planners";"2003-2025";"Urban Studies (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
467;21100979353;"Journal of Degraded and Mining Lands Management";journal;"25022458, 2339076X";"Brawijaya University";Yes;No;0,277;Q3;11;149;240;6674;319;240;1,28;44,79;36,26;0;98;Indonesia;Asiatic Region;"Brawijaya University";"2019-2025";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3); Pollution (Q3)";"Environmental Science; Social Sciences"
468;21100829917;"African Journal of Hospitality, Tourism and Leisure";journal;"2223814X";"Africa Journals";Yes;Yes;0,276;Q3;26;102;381;5749;617;381;1,42;56,36;39,17;0;59;South Africa;Africa;"Africa Journals";"2017-2024";"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
469;19900191745;"Indian Growth and Development Review";journal;"17538254, 17538262";"Emerald Group Publishing Ltd.";No;No;0,276;Q3;17;22;38;1120;65;38;1,00;50,91;25,64;0;18;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
470;21100332424;"Journal of Spatial Information Science";journal;"1948660X";"The National Center for Geographic Information and Analysis (NCGIA)";Yes;Yes;0,276;Q3;26;10;33;482;30;28;0,78;48,20;37,04;0;2;United States;Northern America;"The National Center for Geographic Information and Analysis (NCGIA)";"2010-2024";"Computers in Earth Sciences (Q3); Geography, Planning and Development (Q3); Information Systems (Q3)";"Computer Science; Earth and Planetary Sciences; Social Sciences"
471;21101257960;"Mobility Humanities";journal;"27998118, 27998509";"The Academy of Mobility Humanities, Konkuk University";No;No;0,276;Q3;5;21;37;907;42;29;1,14;43,19;61,90;0;7;South Korea;Asiatic Region;"The Academy of Mobility Humanities, Konkuk University";"2022-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
472;19700170838;"International Journal of Rural Management";journal;"09730680, 09730052";"Sage Publications India Pvt. Ltd";No;No;0,275;Q3;17;40;62;1619;98;61;0,98;40,48;42,17;1;31;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2005-2024";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Environmental Science; Social Sciences"
473;21101123414;"Town and Regional Planning";journal;"1012280X, 24150495";"University of the Free State";Yes;Yes;0,275;Q3;6;14;50;669;51;42;0,89;47,79;17,39;0;11;South Africa;Africa;"University of the Free State";"2019-2024";"Urban Studies (Q2); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)";"Environmental Science; Social Sciences"
474;21100792094;"Diaspora Studies";journal;"09763457, 09739572";"Brill Academic Publishers";No;No;0,274;Q3;11;18;43;1034;33;43;0,62;57,44;29,63;0;9;United Kingdom;Western Europe;"Brill Academic Publishers";"2009, 2015-2025";"History (Q1); Political Science and International Relations (Q2); Demography (Q3); Geography, Planning and Development (Q3)";"Arts and Humanities; Social Sciences"
475;5600153133;"Sociedade e Estado";journal;"19805462, 01026992";"Universidade de Brasilia";Yes;Yes;0,274;Q3;21;41;121;1694;72;111;0,41;41,32;37,70;0;17;Brazil;Latin America;"Universidade de Brasilia";"2007-2024";"Sociology and Political Science (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
476;13104;"Southeastern Geographer";journal;"15496929, 0038366X";"University of North Carolina Press";No;No;0,272;Q3;27;25;84;1134;55;57;0,49;45,36;40,38;0;13;United States;Northern America;"University of North Carolina Press";"1979-1994, 1996-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
477;21100813768;"Ecological Questions";journal;"16447298, 20835469";"Nicolaus Copernicus University";No;No;0,271;Q3;16;53;121;2391;197;121;1,77;45,11;38,92;0;38;Poland;Eastern Europe;"Nicolaus Copernicus University";"2002-2004, 2008-2024";"Ecological Modeling (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
478;21100898979;"Environmental Law Review";journal;"17405564, 14614529";"SAGE Publications Ltd";No;No;0,271;Q3;9;20;68;67;69;52;0,87;3,35;48,39;0;14;United Kingdom;Western Europe;"SAGE Publications Ltd";"2018-2025";"Law (Q2); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3)";"Environmental Science; Social Sciences"
479;21100675628;"Geographical Sciences";journal;"02864886, 2432096X";"Japanese Society for Geographical Sciences";No;No;0,271;Q3;4;10;38;240;35;33;1,04;24,00;10,00;0;5;Japan;Asiatic Region;"Japanese Society for Geographical Sciences";"1982, 2019-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
480;19700174747;"Journal of Green Building";journal;"19434618, 15526100";"College Publishing";No;No;0,271;Q3;32;49;141;2405;155;141;1,00;49,08;47,80;0;34;United States;Northern America;"College Publishing";"2006-2025";"Architecture (Q2); Building and Construction (Q3); Civil and Structural Engineering (Q3); Environmental Engineering (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3); Public Health, Environmental and Occupational Health (Q3)";"Engineering; Environmental Science; Medicine; Social Sciences"
481;21100915995;"GeoScape";journal;"18021115";"Sciendo";Yes;No;0,270;Q3;10;13;40;903;52;40;0,77;69,46;53,13;0;11;Poland;Eastern Europe;"Sciendo";"2019-2024";"Urban Studies (Q2); Ecology (Q3); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3)";"Environmental Science; Social Sciences"
482;25272;"International Journal on Minority and Group Rights";journal;"15718115, 13854879";"Brill Academic Publishers";No;No;0,270;Q3;22;58;114;4241;77;110;0,65;73,12;31,34;0;36;Netherlands;Western Europe;"Brill Academic Publishers";"1993-1997, 1999-2025";"Political Science and International Relations (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
483;100147301;"CESifo Economic Studies";journal;"1610241X, 16127501";"Oxford University Press";No;No;0,269;Q3;36;17;47;747;50;47;0,89;43,94;35,42;0;11;United Kingdom;Western Europe;"Oxford University Press";"2005-2024";"Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
484;21101185482;"World Regional Studies";journal;"10049479";"Editorial Department of World Regional Studies";No;No;0,269;Q3;13;170;396;6762;358;396;0,82;39,78;42,44;0;112;China;Asiatic Region;"Editorial Department of World Regional Studies";"2019-2025";"Political Science and International Relations (Q2); Urban Studies (Q2); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
485;28038;"Czasopismo Geograficzne";journal;"00459453";"Polish Geographical Society";No;No;0,268;Q3;10;25;78;1345;63;76;0,84;53,80;45,83;0;18;Poland;Eastern Europe;"Polish Geographical Society";"1978-2013, 2015-2018, 2020-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
486;9500153928;"Scottish Geographical Journal";journal;"14702541, 1751665X";"Taylor and Francis Ltd.";No;No;0,268;Q3;34;51;71;2877;87;65;1,31;56,41;57,14;0;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1999-2025";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)";"Earth and Planetary Sciences; Social Sciences"
487;21101141528;"Advances in Southeast Asian Studies";journal;"2791531X";"Society for South-East Asian Studies";Yes;Yes;0,267;Q3;17;14;49;606;57;45;1,15;43,29;38,89;0;6;Austria;Western Europe;"Society for South-East Asian Studies";"2022-2024";"Cultural Studies (Q1); Anthropology (Q2); Law (Q2); Communication (Q3); Development (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
488;21101049545;"Infrastructure Asset Management";journal;"20530250, 20530242";"ICE Publishing";No;No;0,267;Q3;7;23;62;938;74;51;1,35;40,78;34,69;0;13;United Kingdom;Western Europe;"ICE Publishing";"2016, 2018-2024";"Building and Construction (Q3); Geography, Planning and Development (Q3); Public Administration (Q3); Safety Research (Q3); Transportation (Q3)";"Engineering; Social Sciences"
489;21100917133;"Rural Landscapes";journal;"20020104";"Stockholm University Press";Yes;No;0,267;Q3;6;5;11;334;10;10;0,67;66,80;44,44;0;2;Sweden;Western Europe;"Stockholm University Press";"2019-2024";"History (Q1); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3)";"Arts and Humanities; Environmental Science; Social Sciences"
490;21100909464;"Acta Scientiarum Polonorum, Administratio Locorum";journal;"24500771, 16440749";"Publisher of the University of Warmia and Mazury in Olsztyn";Yes;Yes;0,266;Q3;8;41;99;1979;112;99;1,01;48,27;59,79;0;29;Poland;Eastern Europe;"Publisher of the University of Warmia and Mazury in Olsztyn";"2019-2024";"Urban Studies (Q2); Geography, Planning and Development (Q3); Nature and Landscape Conservation (Q3); Transportation (Q3)";"Environmental Science; Social Sciences"
491;21101183613;"International Journal of Maps in Mathematics";journal;"26367467";"Bayram Sahin";No;No;0,266;Q3;4;21;31;541;18;31;0,52;25,76;25,00;0;1;Turkey;Middle East;"Bayram Sahin";"2019-2024";"Applied Mathematics (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Geometry and Topology (Q4)";"Earth and Planetary Sciences; Mathematics; Social Sciences"
492;27665;"Journal of Contemporary African Studies";journal;"14699397, 02589001";"Routledge";No;No;0,266;Q3;42;45;114;2316;139;107;1,18;51,47;32,84;2;34;United Kingdom;Western Europe;"Routledge";"1981-1984, 1986-2024";"Political Science and International Relations (Q2); Development (Q3); Geography, Planning and Development (Q3)";"Social Sciences"
493;24257;"Asian-Pacific Economic Literature";journal;"08189935, 14678411";"Wiley-Blackwell Publishing Ltd";No;No;0,264;Q3;26;34;47;1707;64;47;1,21;50,21;38,82;0;26;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2025";"Development (Q3); Economics and Econometrics (Q3); Geography, Planning and Development (Q3)";"Economics, Econometrics and Finance; Social Sciences"
