Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
64;23972;"Landscape Ecology";journal;"15729761, 09212973";"Springer Science and Business Media B.V.";No;No;1,329;Q1;158;215;657;17173;3202;644;3,76;79,87;35,82;3;157;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1987-2025";"Ecology (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1)";"Environmental Science; Social Sciences"
65;144618;"Geo-Spatial Information Science";journal;"10095020";"Taylor and Francis Ltd.";Yes;No;1,326;Q1;49;236;139;14404;1047;136;7,65;61,03;32,44;0;95;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2025";"Computers in Earth Sciences (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
66;18291;"Socio-Economic Planning Sciences";journal;"00380121";"Elsevier Ltd";No;No;1,326;Q1;76;296;669;19444;4664;664;6,82;65,69;40,61;2;190;United Kingdom;Western Europe;"Elsevier Ltd";"1967-2025";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Statistics, Probability and Uncertainty (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
67;27471;"Applied Geography";journal;"01436228";"Elsevier B.V.";No;No;1,313;Q1;136;233;495;16002;2934;495;5,92;68,68;38,53;1;177;Netherlands;Western Europe;"Elsevier B.V.";"1981-2025";"Environmental Science (miscellaneous) (Q1); Forestry (Q1); Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Agricultural and Biological Sciences; Business, Management and Accounting; Environmental Science; Social Sciences"
68;21100872187;"Journal of Tourism Futures";journal;"20555911, 2055592X";"Emarald Group Publishing Ltd";Yes;Yes;1,308;Q1;42;61;124;4026;1111;114;9,44;66,00;39,67;0;33;United Kingdom;Western Europe;"Emarald Group Publishing Ltd";"2015-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Environmental Science; Social Sciences"
69;19400158456;"International Journal of Sustainable Transportation";journal;"15568334, 15568318";"Taylor and Francis Ltd.";No;No;1,299;Q1;67;80;228;4784;1329;228;5,58;59,80;27,53;1;64;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2025";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Engineering (Q1); Geography, Planning and Development (Q1); Transportation (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Engineering; Environmental Science; Social Sciences"
70;21100826425;"Environment and Planning C: Politics and Space";journal;"23996552, 23996544";"SAGE Publications Ltd";No;No;1,291;Q1;88;151;290;9587;1137;283;3,64;63,49;44,02;2;97;United Kingdom;Western Europe;"SAGE Publications Ltd";"2017-2025";"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1)";"Environmental Science; Social Sciences"
71;23292;"International Journal of Sustainable Development and World Ecology";journal;"17452627, 13504509";"Taylor and Francis Ltd.";No;No;1,279;Q1;68;85;188;5344;1698;186;10,00;62,87;33,72;0;84;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Environmental Science; Social Sciences"
72;21100202110;"Environmental Development";journal;"22114645";"Elsevier B.V.";No;No;1,272;Q1;59;132;267;10290;1694;253;6,25;77,95;32,15;0;120;Netherlands;Western Europe;"Elsevier B.V.";"2012-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Environmental Science; Social Sciences"
73;28671;"Geographical Analysis";journal;"15384632, 00167363";"Wiley-Blackwell";No;No;1,271;Q1;80;45;120;2530;566;106;4,95;56,22;27,21;1;20;United States;Northern America;"Wiley-Blackwell";"1969-2025";"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
74;21100254652;"Water Resources and Industry";journal;"22123717";"Elsevier B.V.";Yes;No;1,244;Q1;53;41;86;3108;708;86;9,52;75,80;41,57;0;33;Netherlands;Western Europe;"Elsevier B.V.";"2013-2025";"Geography, Planning and Development (Q1); Water Science and Technology (Q1)";"Environmental Science; Social Sciences"
75;21101185683;"Journal of Race Ethnicity and the City";journal;"26884674, 26884682";"Routledge";No;No;1,220;Q1;9;16;29;1220;112;27;1,58;76,25;71,43;1;10;United States;Northern America;"Routledge";"2020-2024";"Anthropology (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
76;17600155126;"Energy for Sustainable Development";journal;"23524669, 09730826";"Elsevier B.V.";No;No;1,219;Q1;90;186;458;11124;2717;458;5,92;59,81;31,33;2;181;Netherlands;Western Europe;"Elsevier B.V.";"1994-1997, 2000-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Environmental Science; Social Sciences"
77;23465;"China Quarterly";journal;"03057410, 14682648";"Cambridge University Press";No;No;1,198;Q1;103;68;178;3449;606;177;3,22;50,72;33,33;0;31;United Kingdom;Western Europe;"Cambridge University Press";"1960-2025";"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
78;21101064807;"Cleaner and Responsible Consumption";journal;"26667843";"Elsevier B.V.";Yes;No;1,198;Q1;22;84;146;6919;1025;144;6,49;82,37;47,74;0;69;United Kingdom;Western Europe;"Elsevier B.V.";"2020-2025";"Economics and Econometrics (Q1); Environmental Engineering (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Social Sciences (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Economics, Econometrics and Finance; Energy; Environmental Science; Social Sciences"
79;21100465422;"Dialogues in Human Geography";journal;"20438206, 20438214";"SAGE Publications Inc.";No;No;1,181;Q1;55;129;230;3543;518;99;2,46;27,47;35,82;1;26;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2025";"Geography, Planning and Development (Q1)";"Social Sciences"
80;21100198541;"Climate and Development";journal;"17565529, 17565537";"Taylor and Francis Ltd.";No;No;1,146;Q1;62;119;222;9054;1137;204;4,57;76,08;49,14;17;111;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2025";"Development (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q2)";"Environmental Science; Social Sciences"
81;21100463093;"Groundwater for Sustainable Development";journal;"2352801X";"Elsevier B.V.";No;No;1,142;Q1;66;331;555;26386;3779;549;6,61;79,72;28,90;2;296;Netherlands;Western Europe;"Elsevier B.V.";"2015-2025";"Environmental Engineering (Q1); Geography, Planning and Development (Q1); Water Science and Technology (Q1); Environmental Chemistry (Q2)";"Environmental Science; Social Sciences"
82;21100305261;"Extractive Industries and Society";journal;"22147918, 2214790X";"Elsevier Ltd";No;No;1,138;Q1;61;168;479;12531;2461;458;5,05;74,59;40,20;4;122;United Kingdom;Western Europe;"Elsevier Ltd";"2014-2025";"Development (Q1); Economic Geology (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
83;25967;"Social and Cultural Geography";journal;"14701197, 14649365";"Routledge";No;No;1,120;Q1;95;110;236;6818;952;229;3,52;61,98;61,17;0;44;United Kingdom;Western Europe;"Routledge";"2000-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
84;13279;"European Planning Studies";journal;"09654313, 14695944";"Routledge";No;No;1,115;Q1;108;131;379;8203;1732;368;4,86;62,62;41,67;5;94;United Kingdom;Western Europe;"Routledge";"1993-2025";"Geography, Planning and Development (Q1)";"Social Sciences"
85;26363;"Journal of Refugee Studies";journal;"09516328, 14716925";"Oxford University Press";No;No;1,109;Q1;76;55;350;3628;1011;348;2,04;65,96;56,48;1;42;United Kingdom;Western Europe;"Oxford University Press";"1988-2024";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
86;23464;"China Journal";journal;"18358535, 13249347";"University of Chicago Press";No;No;1,107;Q1;60;8;33;0;156;26;3,77;0,00;60,00;1;4;Australia;Pacific Region;"University of Chicago Press";"1995-2024";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Social Sciences"
87;13278;"International Journal of Housing Policy";journal;"19491247, 19491255";"Taylor and Francis Ltd.";No;No;1,095;Q1;45;58;108;3602;395;96;3,18;62,10;46,97;9;53;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Environmental Science; Social Sciences"
88;21101160648;"Journal on Migration and Human Security";journal;"23302488, 23315024";"SAGE Publications Inc.";No;No;1,093;Q1;31;24;50;1397;161;50;2,55;58,21;48,15;2;18;United States;Northern America;"SAGE Publications Inc.";"2013-2024";"Demography (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
89;21101076323;"Digital Geography and Society";journal;"26663783";"Elsevier Ltd";Yes;No;1,091;Q1;14;30;61;2381;283;60;4,20;79,37;49,02;1;15;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2025";"Computer Science Applications (Q1); Development (Q1); Geography, Planning and Development (Q1); Information Systems (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
90;23373;"Journal of Environmental Planning and Management";journal;"13600559, 09640568";"Routledge";No;No;1,081;Q1;91;288;396;21070;2415;396;6,03;73,16;46,00;15;247;United Kingdom;Western Europe;"Routledge";"1992-2025";"Environmental Science (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Water Science and Technology (Q1)";"Chemical Engineering; Environmental Science; Social Sciences"
91;15081;"Agriculture and Human Values";journal;"15728366, 0889048X";"Springer Science and Business Media B.V.";No;No;1,076;Q1;99;151;276;12556;1303;272;4,42;83,15;56,22;11;128;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1984-2025";"Agronomy and Crop Science (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Agricultural and Biological Sciences; Social Sciences"
92;21101021196;"Environment and Planning B: Urban Analytics and City Science";journal;"23998083, 23998091";"SAGE Publications Ltd";No;No;1,073;Q1;117;249;509;10153;2105;472;3,72;40,78;36,91;3;151;United Kingdom;Western Europe;"SAGE Publications Ltd";"2017-2025";"Architecture (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Urban Studies (Q1)";"Engineering; Environmental Science; Social Sciences"
93;29421;"Aquaculture Economics and Management";journal;"13657305, 13657313";"Taylor and Francis Ltd.";No;No;1,062;Q1;46;35;82;2011;396;78;4,68;57,46;23,71;0;32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2025";"Aquatic Science (Q1); Ecology (Q1); Geography, Planning and Development (Q1)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
94;21101039477;"City and Environment Interactions";journal;"25902520";"Elsevier B.V.";Yes;No;1,062;Q1;21;53;68;4016;373;68;5,18;75,77;37,17;0;52;Netherlands;Western Europe;"Elsevier B.V.";"2019-2025";"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Urban Studies (Q1)";"Environmental Science; Social Sciences"
95;21100907127;"Journal of Urban Management";journal;"25890360, 22265856";"Elsevier B.V.";Yes;No;1,055;Q1;38;71;119;4378;693;107;5,83;61,66;36,07;1;59;Netherlands;Western Europe;"Elsevier B.V.";"2012-2025";"Geography, Planning and Development (Q1); Public Administration (Q1); Urban Studies (Q1)";"Social Sciences"
96;21101063838;"Regional Sustainability";journal;"2666660X, 20970129";"KeAi Communications Co.";Yes;Yes;1,053;Q1;20;40;96;2521;593;96;5,98;63,03;30,25;0;40;China;Asiatic Region;"KeAi Communications Co.";"2020-2024";"Development (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Energy; Social Sciences"
97;26252;"Maritime Policy and Management";journal;"03088839";"Taylor and Francis Ltd.";No;No;1,051;Q1;75;134;184;5894;999;178;5,42;43,99;33,50;4;49;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1976-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Ocean Engineering (Q1); Transportation (Q2)";"Engineering; Environmental Science; Social Sciences"
98;16563;"Tourism Recreation Research";journal;"02508281, 23200308";"Taylor and Francis Ltd.";No;No;1,036;Q1;68;207;206;15146;1418;198;6,11;73,17;39,07;3;105;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1976-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Environmental Science; Social Sciences"
99;16543;"Tourism Economics";journal;"20440375, 13548166";"SAGE Publications Inc.";No;No;1,033;Q1;78;163;332;9381;1929;321;5,84;57,55;33,93;2;100;United Kingdom;Western Europe;"SAGE Publications Inc.";"1995-2025";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
100;27391;"Population, Space and Place";journal;"15448444";"John Wiley and Sons Ltd";No;No;1,028;Q1;95;126;318;7980;1128;313;3,26;63,33;43,45;3;87;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2004-2025";"Demography (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
101;21100244407;"East European Politics";journal;"21599165, 21599173";"Taylor and Francis Ltd.";No;No;1,020;Q1;34;38;96;2705;328;95;4,14;71,18;33,33;2;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2025";"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
102;28066;"Dili Xuebao/Acta Geographica Sinica";journal;"03755444";"Science Press";No;No;1,017;Q1;85;167;591;10079;2508;591;4,11;60,35;39,23;0;121;China;Asiatic Region;"Science Press";"1978-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
103;68956;"Rangelands";trade journal;"01900528, 1551501X";"Society for Range Management";No;No;1,012;Q1;38;17;81;795;219;80;3,09;46,76;49,18;0;10;United States;Northern America;"Society for Range Management";"1985, 1989, 1992, 1994-2025";"Ecology (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1)";"Environmental Science; Social Sciences"
104;21100943534;"Transportation Research Interdisciplinary Perspectives";journal;"25901982";"Elsevier Ltd";Yes;No;1,010;Q1;56;295;650;17676;3468;645;4,55;59,92;35,09;7;206;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2025";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Urban Studies (Q1); Transportation (Q2)";"Decision Sciences; Engineering; Environmental Science; Social Sciences"
105;21100854471;"Migration Studies";journal;"20495838, 20495846";"Oxford University Press";No;No;1,004;Q1;23;39;157;2517;528;156;2,63;64,54;69,32;1;25;United Kingdom;Western Europe;"Oxford University Press";"2017-2025";"Demography (Q1); Geography, Planning and Development (Q1)";"Social Sciences"
106;21100416071;"Remote Sensing Applications: Society and Environment";journal;"23529385";"Elsevier B.V.";No;No;0,993;Q1;60;307;620;21138;3434;620;5,57;68,85;28,78;1;197;Netherlands;Western Europe;"Elsevier B.V.";"2015-2025";"Computers in Earth Sciences (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
107;12892;"Refugee Survey Quarterly";journal;"1471695X, 10204067";"Oxford University Press";No;No;0,991;Q1;36;24;74;2578;167;73;2,27;107,42;52,00;1;21;United Kingdom;Western Europe;"Oxford University Press";"1982, 1985, 1988-1990, 1992, 1994-1995, 1997, 2000-2024";"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)";"Social Sciences"
108;19700187804;"Children's Geographies";journal;"14733277, 14733285";"Carfax Publishing Ltd.";No;No;0,985;Q1;69;83;232;4400;741;225;2,85;53,01;63,04;2;51;United Kingdom;Western Europe;"Carfax Publishing Ltd.";"2003-2025";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Social Psychology (Q2)";"Psychology; Social Sciences"
109;21101226899;"World Development Sustainability";journal;"2772655X";"Elsevier B.V.";Yes;No;0,984;Q1;13;75;106;5464;651;102;6,14;72,85;28,57;0;73;Netherlands;Western Europe;"Elsevier B.V.";"2022-2025";"Geography, Planning and Development (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
110;18700156719;"Journal of Flood Risk Management";journal;"1753318X";"John Wiley and Sons Inc";Yes;No;0,979;Q1;59;64;223;3617;964;205;3,78;56,52;33,48;1;53;United States;Northern America;"John Wiley and Sons Inc";"2009-2025";"Environmental Engineering (Q1); Geography, Planning and Development (Q1); Safety, Risk, Reliability and Quality (Q1); Water Science and Technology (Q1)";"Engineering; Environmental Science; Social Sciences"
111;28694;"Geographical Journal";journal;"00167398, 14754959";"Wiley-Blackwell Publishing Ltd";No;No;0,966;Q1;79;66;155;3664;680;130;4,51;55,52;40,13;6;34;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973, 1975-1976, 1978-1994, 1996-2025";"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
112;20902;"Environment, Development and Sustainability";journal;"1387585X, 15732975";"Springer Science and Business Media B.V.";No;No;0,958;Q1;96;2652;2309;196481;15019;2304;6,27;74,09;34,76;33;2394;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2025";"Geography, Planning and Development (Q1); Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
113;21100229269;"International Journal of Urban Sciences";journal;"12265934, 21616779";"Taylor and Francis Ltd.";No;No;0,952;Q1;34;81;121;5543;592;117;4,53;68,43;42,68;0;70;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2025";"Geography, Planning and Development (Q1); Urban Studies (Q1)";"Social Sciences"
114;21100409410;"International Journal of Disaster Risk Science";journal;"21926395, 20950055";"Beijing Normal University Press";Yes;Yes;0,945;Q1;55;74;214;4128;1046;211;4,73;55,78;40,67;0;50;China;Asiatic Region;"Beijing Normal University Press";"2010-2025";"Geography, Planning and Development (Q1); Safety Research (Q1); Global and Planetary Change (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
115;12457;"Progress in Physical Geography";journal;"14770296, 03091333";"SAGE Publications Ltd";No;No;0,942;Q1;124;42;153;3903;548;148;3,51;92,93;31,61;2;26;United Kingdom;Western Europe;"SAGE Publications Ltd";"1977-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
116;14506;"Local Environment";journal;"14696711, 13549839";"Routledge";No;No;0,938;Q1;84;122;278;7366;1015;263;3,65;60,38;45,45;4;109;United Kingdom;Western Europe;"Routledge";"1996-2025";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
117;4400151417;"Integrated Environmental Assessment and Management";journal;"15513793, 15513777";"Oxford University Press";No;No;0,936;Q1;77;183;426;11221;1528;378;3,02;61,32;42,53;7;112;United States;Northern America;"Oxford University Press";"2005-2025";"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Medicine (miscellaneous) (Q1)";"Environmental Science; Medicine; Social Sciences"
118;21100236217;"Review of European, Comparative and International Environmental Law";journal;"20500386, 20500394";"John Wiley and Sons Ltd";No;No;0,936;Q1;32;50;117;2434;357;112;2,69;48,68;62,03;1;43;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2013-2024";"Geography, Planning and Development (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
